fri_ship_time,fri_ship_id,fri_ship_x,fri_ship_y
298,1,54.98046757700778,55.71571948784495
300,1,55.112172400176114,55.67162909194076
302,1,55.24387722334445,55.62753869603657
304,1,55.37558204651278,55.583448300132375
306,1,55.50728686968112,55.53935790422818
308,1,55.63899169284945,55.49526750832399
310,1,55.770696516017786,55.4511771124198
312,1,55.90240133918612,55.40708671651561
314,1,56.034106162354455,55.362996320611416
316,1,56.16581098552279,55.318905924707224
318,1,56.297515808691124,55.27481552880303
320,1,56.42922063185946,55.23072513289884
322,1,56.56092545502779,55.18663473699465
324,1,56.69263027819613,55.142544341090456
326,1,56.82433510136446,55.098453945186264
328,1,56.956039924532796,55.05436354928207
330,1,57.08774474770113,55.01027315337788
332,1,57.219449570869465,54.96618275747369
334,1,57.3511543940378,54.9220923615695
336,1,57.48285921720613,54.878001965665305
338,1,57.61456404037447,54.83391156976111
340,1,57.7462688635428,54.78982117385692
342,1,57.87797368671114,54.74573077795273
344,1,58.00967850987947,54.70164038204854
346,1,58.141383333047806,54.657549986144346
348,1,58.27308815621614,54.613459590240154
350,1,58.404792979384474,54.56936919433596
352,1,58.53649780255281,54.52527879843177
354,1,58.66820262572114,54.48118840252758
356,1,58.79990744888948,54.43709800662339
358,1,58.93161227205781,54.393007610719195
360,1,59.06331709522615,54.348917214815
362,1,59.19502191839448,54.30482681891081
364,1,59.326726741562815,54.26073642300662
366,1,59.45843156473115,54.21664602710243
368,1,59.590136387899484,54.172555631198236
370,1,59.72184121106782,54.128465235294044
372,1,59.85354603423615,54.08437483938985
374,1,59.98525085740449,54.04028444348566
376,1,60.11695568057282,53.99619404758147
378,1,60.248660503741156,53.95210365167728
380,1,60.38036532690949,53.908013255773085
382,1,60.512070150077825,53.86392285986889
384,1,60.64377497324616,53.8198324639647
386,1,60.775479796414494,53.77574206806051
388,1,60.90718461958283,53.73165167215632
390,1,61.03888944275116,53.687561276252126
392,1,61.1705942659195,53.643470880347934
394,1,61.30229908908783,53.59938048444374
396,1,61.434003912256166,53.55529008853955
398,1,61.5657087354245,53.51119969263536
400,1,61.697413558592835,53.46710929673117
402,1,61.82911838176117,53.423018900826975
404,1,61.960823204929504,53.37892850492278
406,1,62.09252802809784,53.33483810901859
408,1,62.22423285126617,53.2907477131144
410,1,62.35593767443451,53.24665731721021
412,1,62.48764249760284,53.202566921306016
414,1,62.619347320771176,53.158476525401824
416,1,62.75105214393951,53.11438612949763
418,1,62.882756967107845,53.07029573359344
420,1,63.01446179027618,53.02620533768925
422,1,63.146166613444514,52.982114941785056
424,1,63.27787143661285,52.938024545880864
426,1,63.40957625978118,52.89393414997667
428,1,63.54128108294952,52.84984375407248
430,1,63.67298590611785,52.80575335816829
432,1,63.804690729286186,52.7616629622641
434,1,63.93639555245452,52.717572566359905
436,1,64.06810037562285,52.67348217045571
438,1,64.19980519879118,52.62939177455152
440,1,64.33151002195952,52.58530137864733
442,1,64.46321484512785,52.54121098274314
444,1,64.59491966829619,52.497120586838946
446,1,64.72662449146452,52.453030190934754
448,1,64.85832931463285,52.40893979503056
450,1,64.99003413780119,52.36484939912637
452,1,65.12173896096952,52.32075900322218
454,1,65.25344378413786,52.27666860731799
456,1,65.38514860730619,52.232578211413795
458,1,65.51685343047453,52.1884878155096
460,1,65.64855825364286,52.14439741960541
462,1,65.7802630768112,52.10030702370122
464,1,65.91196789997953,52.05621662779703
466,1,66.04367272314786,52.012126231892836
468,1,66.1753775463162,51.968035835988644
470,1,66.30708236948453,51.92394544008445
472,1,66.43878719265287,51.87985504418026
474,1,66.5704920158212,51.83576464827607
476,1,66.70219683898954,51.79167425237188
478,1,66.83390166215787,51.747583856467685
480,1,66.9656064853262,51.70349346056349
482,1,67.09731130849454,51.6594030646593
484,1,67.22901613166287,51.61531266875511
486,1,67.36072095483121,51.57122227285092
488,1,67.49242577799954,51.527131876946726
490,1,67.62413060116788,51.483041481042534
492,1,67.75583542433621,51.43895108513834
494,1,67.88754024750455,51.39486068923415
496,1,68.01924507067288,51.35077029332996
498,1,68.15094989384122,51.30667989742577
500,1,68.28265471700955,51.262589501521575
502,1,68.41435954017788,51.21849910561738
504,1,68.54606436334622,51.17440870971319
506,1,68.67776918651455,51.130318313809
508,1,68.80947400968289,51.08622791790481
510,1,68.94117883285122,51.042137522000615
512,1,69.07288365601956,50.998047126096424
514,1,69.20458847918789,50.95395673019223
516,1,69.33629330235622,50.90986633428804
518,1,69.46799812552456,50.86577593838385
520,1,69.5997029486929,50.821685542479656
522,1,69.73140777186123,50.777595146575464
524,1,69.86311259502956,50.73350475067127
526,1,69.9948174181979,50.68941435476708
528,1,70.12652224136623,50.64532395886289
530,1,70.25822706453457,50.6012335629587
532,1,70.3899318877029,50.557143167054505
534,1,70.52163671087123,50.51305277115031
536,1,70.65334153403957,50.46896237524612
538,1,70.7850463572079,50.42487197934193
540,1,70.91675118037624,50.38078158343774
542,1,71.04845600354457,50.336691187533546
544,1,71.1801608267129,50.292600791629354
546,1,71.31186564988124,50.24851039572516
548,1,71.44357047304958,50.20441999982097
550,1,71.57527529621791,50.16032960391678
552,1,71.70698011938624,50.11623920801259
554,1,71.83868494255458,50.072148812108395
556,1,71.97038976572291,50.0280584162042
558,1,72.10209458889125,49.98396802030001
560,1,72.23379941205958,49.93987762439582
562,1,72.36550423522792,49.89578722849163
564,1,72.49720905839625,49.851696832587436
566,1,72.62891388156459,49.807606436683244
568,1,72.76061870473292,49.76351604077905
570,1,72.89232352790125,49.71942564487486
572,1,73.02402835106959,49.67533524897067
574,1,73.15573317423792,49.63124485306648
576,1,73.28743799740626,49.587154457162285
578,1,73.41914282057459,49.54306406125809
580,1,73.55084764374293,49.4989736653539
582,1,73.68255246691126,49.45488326944971
584,1,73.8142572900796,49.41079287354552
586,1,73.94596211324793,49.366702477641326
588,1,74.07766693641626,49.322612081737134
590,1,74.2093717595846,49.27852168583294
592,1,74.34107658275293,49.23443128992875
594,1,74.47278140592127,49.19034089402456
596,1,74.6044862290896,49.14625049812037
598,1,74.73619105225794,49.102160102216175
600,1,74.86789587542627,49.05806970631198
602,1,74.9996006985946,49.01397931040779
604,1,75.13130552176294,48.9698889145036
606,1,75.26301034493127,48.92579851859941
608,1,75.39471516809961,48.881708122695215
610,1,75.52641999126794,48.837617726791024
612,1,75.65812481443628,48.79352733088683
614,1,75.78982963760461,48.74943693498264
616,1,75.92153446077295,48.70534653907845
618,1,76.05323928394128,48.661256143174256
620,1,76.18494410710962,48.617165747270064
622,1,76.31664893027795,48.57307535136587
624,1,76.44835375344628,48.52898495546168
626,1,76.58005857661462,48.48489455955749
628,1,76.71176339978295,48.4408041636533
630,1,76.84346822295129,48.396713767749105
632,1,76.97517304611962,48.35262337184491
634,1,77.10687786928796,48.30853297594072
636,1,77.23858269245629,48.26444258003653
638,1,77.37028751562463,48.22035218413234
640,1,77.50199233879296,48.176261788228146
642,1,77.6336971619613,48.132171392323954
644,1,77.76540198512963,48.08808099641976
646,1,77.89710680829796,48.04399060051557
648,1,78.0288116314663,47.99990020461138
650,1,78.16051645463463,47.95580980870719
652,1,78.29222127780297,47.911719412802995
654,1,78.4239261009713,47.8676290168988
656,1,78.55563092413963,47.82353862099461
658,1,78.68733574730797,47.77944822509042
660,1,78.8190405704763,47.73535782918623
662,1,78.95074539364464,47.691267433282036
664,1,79.08245021681297,47.647177037377844
666,1,79.2141550399813,47.60308664147365
668,1,79.34585986314964,47.55899624556946
670,1,79.47756468631798,47.51490584966527
672,1,79.60926950948631,47.47081545376108
674,1,79.74097433265464,47.426725057856885
676,1,79.87267915582298,47.38263466195269
678,1,80.00438397899131,47.3385442660485
680,1,80.13608880215965,47.29445387014431
682,1,80.26779362532798,47.25036347424012
684,1,80.39949844849632,47.206273078335926
686,1,80.53120327166465,47.162182682431734
688,1,80.66290809483299,47.11809228652754
690,1,80.79461291800132,47.07400189062335
692,1,80.92631774116965,47.02991149471916
694,1,81.05802256433799,46.98582109881497
696,1,81.18972738750632,46.941730702910775
698,1,81.32143221067466,46.89764030700658
700,1,81.45313703384299,46.85354991110239
702,1,81.58484185701133,46.8094595151982
704,1,81.71654668017966,46.76536911929401
706,1,81.848251503348,46.721278723389815
708,1,81.97995632651633,46.677188327485624
710,1,82.11166114968466,46.63309793158143
712,1,82.243365972853,46.58900753567724
714,1,82.37507079602133,46.54491713977305
716,1,82.50677561918967,46.500826743868856
718,1,82.638480442358,46.456736347964664
720,1,82.77018526552634,46.41264595206047
722,1,82.90189008869467,46.36855555615628
724,1,83.033594911863,46.32446516025209
726,1,83.16529973503134,46.2803747643479
728,1,83.29700455819967,46.236284368443705
730,1,83.42870938136801,46.19219397253951
732,1,83.56041420453634,46.14810357663532
734,1,83.69211902770468,46.10401318073113
736,1,83.82382385087301,46.05992278482694
738,1,83.95552867404135,46.015832388922746
740,1,84.08723349720968,45.971741993018554
742,1,84.21893832037802,45.92765159711436
744,1,84.35064314354635,45.88356120121017
746,1,84.48234796671468,45.83947080530598
748,1,84.61405278988302,45.79538040940179
750,1,84.74575761305135,45.751290013497595
752,1,84.87746243621969,45.7071996175934
