foe_ship_time,foe_ship_id,foe_ship_x,foe_ship_y
692,3,216.15445797427128,527.983562758468
694,2,247.2937811972101,537.9219183243385
694,3,216.2933175744161,527.9807105830862
696,2,247.41786097464222,537.8595137388564
696,3,216.43217717456093,527.9778584077044
698,2,247.54194075207434,537.7971091533743
698,3,216.57103677470576,527.9750062323226
700,2,247.66602052950645,537.7347045678922
700,3,216.7098963748506,527.9721540569408
702,2,247.79010030693857,537.6722999824101
702,3,216.8487559749954,527.969301881559
704,2,247.91418008437068,537.609895396928
704,3,216.98761557514024,527.9664497061772
706,2,248.0382598618028,537.5474908114459
706,3,217.12647517528507,527.9635975307954
708,2,248.16233963923492,537.4850862259638
708,3,217.2653347754299,527.9607453554136
710,2,248.28641941666703,537.4226816404816
710,3,217.40419437557472,527.9578931800318
712,2,248.41049919409915,537.3602770549995
712,3,217.54305397571954,527.95504100465
714,2,248.53457897153126,537.2978724695174
714,3,217.68191357586437,527.9521888292682
716,2,248.65865874896338,537.2354678840353
716,3,217.8207731760092,527.9493366538863
718,2,248.7827385263955,537.1730632985532
718,3,217.95963277615402,527.9464844785045
720,2,248.9068183038276,537.1106587130711
720,3,218.09849237629885,527.9436323031227
722,2,249.03089808125972,537.048254127589
722,3,218.23735197644368,527.9407801277409
724,2,249.15497785869184,536.9858495421068
724,3,218.3762115765885,527.9379279523591
726,2,249.27905763612395,536.9234449566247
726,3,218.51507117673333,527.9350757769773
728,2,249.40313741355607,536.8610403711426
728,3,218.65393077687816,527.9322236015955
730,2,249.52721719098818,536.7986357856605
730,3,218.79279037702298,527.9293714262137
732,2,249.6512969684203,536.7362312001784
732,3,218.9316499771678,527.9265192508319
734,2,249.7753767458524,536.6738266146963
734,3,219.07050957731263,527.9236670754501
736,2,249.89945652328453,536.6114220292142
736,3,219.20936917745746,527.9208149000683
738,2,250.02353630071664,536.549017443732
738,3,219.3482287776023,527.9179627246865
740,2,250.14761607814876,536.4866128582499
740,3,219.4870883777471,527.9151105493047
742,2,250.27169585558087,536.4242082727678
742,3,219.62594797789194,527.9122583739229
744,2,250.395775633013,536.3618036872857
744,3,219.76480757803677,527.9094061985411
746,2,250.5198554104451,536.2993991018036
746,3,219.9036671781816,527.9065540231593
748,2,250.64393518787722,536.2369945163215
748,3,220.04252677832642,527.9037018477775
750,2,250.76801496530933,536.1745899308394
750,3,220.18138637847125,527.9008496723957
752,2,250.89209474274145,536.1121853453573
752,3,220.32024597861607,527.8979974970139
