foe_sam_time,foe_sam_id,foe_sam_x,foe_sam_y
48,7616.0-4572.0,203.646260959426,549.6329925030243
48,382.0-2828.0,167.47779067804163,520.5604659962197
50,5982.0-532.0,142.2885336735232,422.30263742369647
50,2972.0-292.0,142.0450656777893,441.55689512906844
50,6213.0-113.0,156.50202994424757,456.8284034352971
50,8551.0-1532.0,173.6151091938744,473.9153412982419
50,7762.0-3912.0,189.50969374551974,525.8980459370912
50,7588.0-2816.0,169.17832300708184,492.23993009610945
50,7616.0-4572.0,200.2005886096472,541.1249809855053
50,382.0-2828.0,163.65277422859089,512.2161165856487
52,5982.0-532.0,139.98639388581313,413.4167457789538
52,2972.0-292.0,139.23037921293485,432.8198213609908
52,6213.0-113.0,154.7560774964506,447.81671280732405
52,8551.0-1532.0,174.09306593836794,464.7485274965626
52,7762.0-3912.0,185.17617374331454,517.8061041234871
52,7588.0-2816.0,168.71663177705165,483.07228268074823
52,7616.0-4572.0,196.75491625986842,532.6169694679863
52,382.0-2828.0,159.82775777914014,503.87176717507765
52,6586.0-2842.0,201.8914853893719,550.6289359187617
52,6589.0-916.0,172.14275766023022,519.7370799573525
54,5982.0-532.0,137.68425409810305,404.5308541342111
54,2972.0-292.0,136.4156927480804,424.0827475929131
54,6213.0-113.0,153.0101250486536,438.805022179351
54,8551.0-1532.0,174.5710226828615,455.58171369488326
54,7762.0-3912.0,180.84265374110933,509.7141623098831
54,7588.0-2816.0,168.25494054702142,473.904635265387
54,7616.0-4572.0,193.30924391008963,524.1089579504674
54,382.0-2828.0,156.0027413296894,495.5274177645066
54,6586.0-2842.0,196.44287791467477,543.2416769879444
54,6589.0-916.0,172.7049889926784,510.575048858678
56,5982.0-532.0,135.38211431039298,395.6449624894684
56,2972.0-292.0,133.60100628322596,415.34567382483544
56,6213.0-113.0,151.26417260085663,429.79333155137795
56,8551.0-1532.0,175.04897942735508,446.41489989320394
56,7762.0-3912.0,176.50913373890413,501.62222049627906
56,7588.0-2816.0,167.7932493169912,464.7369878500258
56,7616.0-4572.0,189.86357156031085,515.6009464329484
56,382.0-2828.0,152.17772488023866,487.18306835393554
56,6586.0-2842.0,190.99427043997764,535.8544180571271
56,6589.0-916.0,173.2672203251266,501.4130177600034
56,2018.0-3491.0,207.1505599961775,548.7225611483204
56,7974.0-3062.0,169.31868698407374,520.0724339513166
58,5982.0-532.0,133.0799745226829,386.7590708447257
58,2972.0-292.0,130.7863198183715,406.6086000567578
58,6213.0-113.0,149.51822015305964,420.7816409234049
58,8551.0-1532.0,175.52693617184863,437.2480860915246
58,7762.0-3912.0,172.17561373669892,493.53027868267503
58,7588.0-2816.0,167.331558086961,455.5693404346646
58,7616.0-4572.0,186.41789921053206,507.0929349154294
58,382.0-2828.0,148.35270843078794,478.8387189433645
58,6586.0-2842.0,185.5456629652805,528.4671591263098
58,6589.0-916.0,173.8294516575748,492.25098666132885
58,2018.0-3491.0,206.71286757342173,539.553736618026
58,7974.0-3062.0,166.7791284400758,511.25146119736974
60,5982.0-532.0,130.77783473497283,377.87317919998304
60,2972.0-292.0,127.97163335351706,397.8715262886801
60,6213.0-113.0,147.77226770526266,411.76995029543184
60,8551.0-1532.0,176.00489291634221,428.0812722898453
60,7762.0-3912.0,167.84209373449372,485.438336869071
60,7588.0-2816.0,166.8698668569308,446.40169301930337
60,7616.0-4572.0,182.97222686075327,498.5849233979104
60,382.0-2828.0,144.5276919813372,470.4943695327934
60,6586.0-2842.0,180.0970554905834,521.0799001954924
60,6589.0-916.0,174.39168299002299,483.0889555626543
60,2018.0-3491.0,206.27517515066597,530.3849120877317
60,7974.0-3062.0,164.23956989607785,502.43048844342286
60,9522.0-4450.0,205.9104252014246,548.7916395787964
60,5557.0-3147.0,170.11071764315113,519.9346418627957
62,5982.0-532.0,128.47569494726275,368.98728755524036
62,2972.0-292.0,125.15694688866262,389.13445252060245
62,6213.0-113.0,146.02631525746568,402.7582596674588
62,8551.0-1532.0,176.48284966083577,418.91445848816596
62,7762.0-3912.0,163.5085737322885,477.346395055467
62,7588.0-2816.0,166.40817562690057,437.23404560394215
62,7616.0-4572.0,179.52655451097448,490.07691188039144
62,382.0-2828.0,140.70267553188646,462.1500201222224
62,6586.0-2842.0,174.64844801588626,513.6926412646751
62,6589.0-916.0,174.95391432247118,473.92692446397973
62,2018.0-3491.0,205.8374827279102,521.2160875574373
62,7974.0-3062.0,161.7000113520799,493.609515689476
62,9522.0-4450.0,203.98443842905172,539.8167026499423
62,5557.0-3147.0,168.08547055794094,510.9815813710916
64,5982.0-532.0,126.17355515955269,360.1013959104977
64,2972.0-292.0,122.34226042380817,380.3973787525248
64,6213.0-113.0,144.2803628096687,393.74656903948573
64,8551.0-1532.0,176.96080640532935,409.74764468648664
64,7762.0-3912.0,159.1750537300833,469.25445324186296
64,7588.0-2816.0,165.94648439687035,428.06639818858093
64,7616.0-4572.0,176.0808821611957,481.56890036287245
64,382.0-2828.0,136.8776590824357,453.8056707116513
64,6586.0-2842.0,169.19984054118913,506.3053823338578
64,6589.0-916.0,175.51614565491937,464.76489336530517
64,2018.0-3491.0,205.39979030515445,512.0472630271429
64,7974.0-3062.0,159.16045280808197,484.7885429355291
64,9522.0-4450.0,202.05845165667884,530.8417657210881
64,5557.0-3147.0,166.06022347273074,502.02852087938743
64,9936.0-4094.0,206.54834918183371,548.5919640888046
64,6862.0-1202.0,170.21854948986035,519.9690690395909
66,5982.0-532.0,123.87141537184263,351.215504265755
66,2972.0-292.0,119.52757395895372,371.6603049844471
66,6213.0-113.0,142.53441036187172,384.7348784115127
66,8551.0-1532.0,177.4387631498229,400.5808308848073
66,7762.0-3912.0,154.8415337278781,461.16251142825894
66,7588.0-2816.0,165.48479316684015,418.8987507732197
66,7616.0-4572.0,172.6352098114169,473.0608888453535
66,382.0-2828.0,133.052642632985,445.46132130108026
66,6586.0-2842.0,163.751233066492,498.91812340304045
66,6589.0-916.0,176.07837698736756,455.6028622666306
66,2018.0-3491.0,204.9620978823987,502.8784384968485
66,7974.0-3062.0,156.62089426408403,475.96757018158223
66,9522.0-4450.0,200.13246488430593,521.866828792234
66,5557.0-3147.0,164.03497638752054,493.0754603876833
66,9936.0-4094.0,205.01212683500572,539.5421608409229
66,6862.0-1202.0,168.02341505106972,511.0561400754455
68,5982.0-532.0,121.56927558413257,342.3296126210123
68,2972.0-292.0,116.71288749409928,362.92323121636946
68,6213.0-113.0,140.78845791407474,375.72318778353963
68,8551.0-1532.0,177.9167198943165,391.414017083128
68,7762.0-3912.0,150.5080137256729,453.0705696146549
68,7588.0-2816.0,165.02310193680992,409.7311033578585
68,7616.0-4572.0,169.1895374616381,464.5528773278345
68,382.0-2828.0,129.22762618353426,437.1169718905092
68,6586.0-2842.0,158.30262559179488,491.53086447222313
68,6589.0-916.0,176.64060831981575,446.44083116795605
68,2018.0-3491.0,204.52440545964294,493.7096139665541
68,7974.0-3062.0,154.0813357200861,467.14659742763536
68,9522.0-4450.0,198.20647811193305,512.8918918633798
68,5557.0-3147.0,162.00972930231035,484.12239989597913
68,9936.0-4094.0,203.47590448817772,530.4923575930411
68,6862.0-1202.0,165.8282806122791,502.14321111130016
68,5451.0-2256.0,204.4503347799383,549.1991509507072
68,7879.0-4282.0,170.04337251601868,520.0872748341685
70,5982.0-532.0,119.26713579642251,333.4437209762696
70,2972.0-292.0,113.89820102924483,354.1861574482918
70,6213.0-113.0,139.04250546627776,366.7114971555666
70,8551.0-1532.0,178.39467663881004,382.24720328144866
70,7762.0-3912.0,146.1744937234677,444.9786278010509
70,7588.0-2816.0,164.56141070677972,400.5634559424973
70,7616.0-4572.0,165.74386511185932,456.0448658103155
70,382.0-2828.0,125.40260973408353,428.77262247993815
70,6586.0-2842.0,152.85401811709775,484.1436055414058
70,6589.0-916.0,177.20283965226395,437.2788000692815
70,2018.0-3491.0,204.08671303688718,484.54078943625973
70,7974.0-3062.0,151.54177717608815,458.3256246736885
70,9522.0-4450.0,196.28049133956017,503.9169549345256
70,5557.0-3147.0,159.98448221710015,475.169339404275
70,9936.0-4094.0,201.93968214134972,521.4425543451594
70,6862.0-1202.0,163.63314617348846,493.2302821471548
70,5451.0-2256.0,200.56793847635063,540.8813437356923
70,7879.0-4282.0,167.39534190309672,511.29825601536436
72,5982.0-532.0,116.96499600871245,324.55782933152693
72,2972.0-292.0,111.08351456439038,345.44908368021413
72,6213.0-113.0,137.29655301848078,357.6998065275935
72,8551.0-1532.0,178.87263338330362,373.08038947976934
72,7762.0-3912.0,141.8409737212625,436.88668598744687
72,7588.0-2816.0,164.0997194767495,391.39580852713607
72,7616.0-4572.0,162.2981927620805,447.53685429279653
72,382.0-2828.0,121.5775932846328,420.4282730693671
72,6586.0-2842.0,147.40541064240062,476.7563466105885
72,6589.0-916.0,177.76507098471214,428.1167689706069
72,2018.0-3491.0,203.64902061413142,475.37196490596534
72,7974.0-3062.0,149.0022186320902,449.5046519197416
72,9522.0-4450.0,194.35450456718726,494.94201800567146
72,5557.0-3147.0,157.95923513188995,466.21627891257083
72,9936.0-4094.0,200.40345979452172,512.3927510972776
72,6862.0-1202.0,161.43801173469782,484.31735318300946
72,5451.0-2256.0,196.68554217276298,532.5635365206774
72,7879.0-4282.0,164.74731129017476,502.50923719656015
72,8906.0-4866.0,204.9816481031657,548.9479574350586
72,7278.0-3462.0,171.56317158826553,519.7996345322719
74,5982.0-532.0,114.66285622100239,315.67193768678425
74,2972.0-292.0,108.26882809953594,336.71200991213647
74,6213.0-113.0,135.5506005706838,348.68811589962047
74,8551.0-1532.0,179.35059012779718,363.91357567809
74,7762.0-3912.0,137.50745371905728,428.79474417384284
74,7588.0-2816.0,163.6380282467193,382.22816111177485
74,7616.0-4572.0,158.8525204123017,439.02884277527755
74,382.0-2828.0,117.75257683518207,412.08392365879604
74,6586.0-2842.0,141.9568031677035,469.36908767977116
74,6589.0-916.0,178.32730231716033,418.95473787193237
74,2018.0-3491.0,203.21132819137566,466.20314037567096
74,7974.0-3062.0,146.46266008809226,440.68367916579473
74,9522.0-4450.0,192.42851779481438,485.9670810768173
74,5557.0-3147.0,155.9339880466798,457.2632184208667
74,9936.0-4094.0,198.86723744769373,503.3429478493958
74,6862.0-1202.0,159.2428772959072,475.4044242188641
74,5451.0-2256.0,192.80314586917532,524.2457293056625
74,7879.0-4282.0,162.0992806772528,493.72021837775594
74,8906.0-4866.0,201.38240556794122,540.5037658753592
74,7278.0-3462.0,170.15722084730078,510.72867976233465
76,5982.0-532.0,112.36071643329232,306.78604604204156
76,2972.0-292.0,105.45414163468149,327.9749361440588
76,6213.0-113.0,133.80464812288682,339.6764252716474
76,8551.0-1532.0,179.82854687229073,354.7467618764107
76,7762.0-3912.0,133.17393371685208,420.7028023602388
76,7588.0-2816.0,163.17633701668908,373.06051369641364
76,7616.0-4572.0,155.40684806252287,430.5208312577586
76,382.0-2828.0,113.92756038573134,403.739574248225
76,6586.0-2842.0,136.50819569300637,461.98182874895383
76,6589.0-916.0,178.88953364960852,409.7927067732578
76,2018.0-3491.0,202.7736357686199,457.03431584537657
76,7974.0-3062.0,143.92310154409432,431.86270641184785
76,9522.0-4450.0,190.50253102244147,476.99214414796313
76,5557.0-3147.0,153.9087409614696,448.31015792916253
76,9936.0-4094.0,197.33101510086573,494.293144601514
76,6862.0-1202.0,157.04774285711656,466.49149525471876
76,5451.0-2256.0,188.92074956558767,515.9279220906476
76,7879.0-4282.0,159.45125006433085,484.93119955895173
76,8906.0-4866.0,197.78316303271674,532.0595743156599
76,7278.0-3462.0,168.75127010633602,501.65772499239745
76,5934.0-1830.0,204.00313763207583,549.4590438588519
76,4724.0-4284.0,170.6572200081889,520.058479424755
78,5982.0-532.0,110.05857664558226,297.9001543972989
78,2972.0-292.0,102.63945516982704,319.23786237598114
78,6213.0-113.0,132.05869567508987,330.66473464367436
78,8551.0-1532.0,180.3065036167843,345.57994807473136
78,7762.0-3912.0,128.84041371464687,412.6108605466348
78,7588.0-2816.0,162.71464578665888,363.8928662810524
78,7616.0-4572.0,151.96117571274408,422.0128197402396
78,382.0-2828.0,110.10254393628061,395.3952248376539
78,6586.0-2842.0,131.05958821830927,454.5945698181365
78,6589.0-916.0,179.45176498205672,400.63067567458324
78,2018.0-3491.0,202.33594334586414,447.8654913150822
78,7974.0-3062.0,141.38354300009638,423.041733657901
78,9522.0-4450.0,188.5765442500686,468.01720721910897
78,5557.0-3147.0,151.88349387625942,439.3570974374584
78,9936.0-4094.0,195.79479275403773,485.24334135363216
78,6862.0-1202.0,154.85260841832593,457.5785662905734
78,5451.0-2256.0,185.03835326200002,507.61011487563263
78,7879.0-4282.0,156.8032194514089,476.1421807401475
78,8906.0-4866.0,194.18392049749227,523.6153827559606
78,7278.0-3462.0,167.34531936537127,492.58677022246025
78,5934.0-1830.0,199.17722507089726,541.6507478939102
78,4724.0-4284.0,168.06759848685783,511.2520738980645
80,5982.0-532.0,107.75643685787222,289.0142627525562
80,2972.0-292.0,99.8247687049726,310.5007886079035
80,6213.0-113.0,130.31274322729288,321.6530440157013
80,8551.0-1532.0,180.78446036127787,336.41313427305204
80,7762.0-3912.0,124.50689371244165,404.5189187330308
80,7588.0-2816.0,162.25295455662865,354.7252188656912
80,7616.0-4572.0,148.5155033629653,413.5048082227206
80,382.0-2828.0,106.27752748682988,387.0508754270829
80,6586.0-2842.0,125.61098074361216,447.2073108873192
80,6589.0-916.0,180.0139963145049,391.4686445759087
80,2018.0-3491.0,201.89825092310838,438.6966667847878
80,7974.0-3062.0,138.84398445609844,414.2207609039541
80,9522.0-4450.0,186.6505574776957,459.0422702902548
80,5557.0-3147.0,149.85824679104923,430.4040369457542
80,9936.0-4094.0,194.25857040720973,476.19353810575035
80,6862.0-1202.0,152.65747397953527,448.66563732642805
80,5451.0-2256.0,181.15595695841236,499.29230766061767
80,7879.0-4282.0,154.15518883848694,467.35316192134337
80,8906.0-4866.0,190.5846779622678,515.1711911962612
80,7278.0-3462.0,165.9393686244065,483.51581545252304
80,5934.0-1830.0,194.3513125097187,533.8424519289684
80,4724.0-4284.0,165.47797696552678,502.44566837137404
80,3231.0-4357.0,206.09346438375837,548.4617368224863
80,6647.0-1667.0,172.2189074580549,519.7732471066361
82,5982.0-532.0,105.45429707016216,280.1283711078135
82,2972.0-292.0,97.01008224011815,301.7637148398258
82,6213.0-113.0,128.56679077949593,312.64135338772826
82,8551.0-1532.0,181.26241710577145,327.2463204713727
82,7762.0-3912.0,120.17337371023643,396.42697691942675
82,7588.0-2816.0,161.79126332659845,345.55757145033
82,7616.0-4572.0,145.0698310131865,404.99679670520163
82,382.0-2828.0,102.45251103737915,378.7065260165118
82,6586.0-2842.0,120.16237326891505,439.82005195650186
82,6589.0-916.0,180.5762276469531,382.3066134772341
82,2018.0-3491.0,201.46055850035262,429.5278422544934
82,7974.0-3062.0,136.3044259121005,405.3997881500072
82,9522.0-4450.0,184.72457070532283,450.06733336140064
82,5557.0-3147.0,147.83299970583903,421.4509764540501
82,9936.0-4094.0,192.72234806038173,467.14373485786854
82,6862.0-1202.0,150.4623395407446,439.7527083622827
82,5451.0-2256.0,177.2735606548247,490.9745004456027
82,7879.0-4282.0,151.50715822556498,458.5641431025392
82,8906.0-4866.0,186.9854354270433,506.72699963656197
82,7278.0-3462.0,164.53341788344176,474.44486068258584
82,5934.0-1830.0,189.52539994854013,526.0341559640267
82,4724.0-4284.0,162.88835544419572,493.63926284468357
82,3231.0-4357.0,203.1097190193981,539.7809429921431
82,6647.0-1667.0,170.9132541863002,510.68731361259034
84,5982.0-532.0,103.15215728245211,271.2424794630708
84,2972.0-292.0,94.19539577526372,293.02664107174814
84,6213.0-113.0,126.82083833169897,303.6296627597552
84,8551.0-1532.0,181.740373850265,318.0795066696934
84,7762.0-3912.0,115.83985370803121,388.3350351058227
84,7588.0-2816.0,161.32957209656823,336.3899240349688
84,7616.0-4572.0,141.62415866340768,396.48878518768265
84,382.0-2828.0,98.62749458792842,370.36217660594076
84,6586.0-2842.0,114.71376579421793,432.43279302568453
84,6589.0-916.0,181.1384589794013,373.14458237855956
84,2018.0-3491.0,201.02286607759683,420.359017724199
84,7974.0-3062.0,133.76486736810256,396.57881539606035
84,9522.0-4450.0,182.79858393294992,441.0923964325465
84,5557.0-3147.0,145.80775262062886,412.4979159623459
84,9936.0-4094.0,191.18612571355374,458.0939316099867
84,6862.0-1202.0,148.26720510195398,430.83977939813735
84,5451.0-2256.0,173.39116435123705,482.65669323058773
