fri_sam_time,fri_sam_id,fri_sam_x,fri_sam_y
64,6749.0-2973.0,60.91200877631737,121.45770367910649
64,5333.0-217.0,50.103365901290026,105.6058363149155
64,5614.0-1648.0,49.44160254621662,86.55936297904991
64,5030.0-559.0,41.45609607591739,69.87335383333127
66,1438.0-3521.0,142.53752738642862,233.85248745068915
66,7046.0-1094.0,104.39087358018448,232.50803264945702
66,9249.0-2211.0,79.05396999951331,221.49618287476207
66,9093.0-299.0,85.1179916876266,200.50287524462604
66,1843.0-237.0,72.00370546055879,185.33805217296518
66,6749.0-2973.0,64.09242867234353,130.06838583612674
66,5333.0-217.0,52.341543251453835,114.50805402026734
66,5614.0-1648.0,52.863507129352946,95.07696163995055
66,5030.0-559.0,43.47289370869046,78.82832146212294
68,1438.0-3521.0,147.34354217764005,241.6730462383285
68,7046.0-1094.0,107.756986677888,241.04783361538912
68,9249.0-2211.0,81.37185603990567,230.37798011563737
68,9093.0-299.0,88.08815173567903,209.18832671321528
68,1843.0-237.0,74.44262438166125,194.18737940279198
68,6749.0-2973.0,67.27284856836968,138.679067993147
68,5333.0-217.0,54.579720601617645,123.41027172561917
68,5614.0-1648.0,56.28541171248927,103.5945603008512
68,5030.0-559.0,45.489691341463526,87.78328909091462
68,6072.0-2830.0,43.678611470389626,69.10372402514425
70,1438.0-3521.0,152.14955696885147,249.49360502596787
70,7046.0-1094.0,111.1230997755915,249.58763458132123
70,9249.0-2211.0,83.68974208029802,239.25977735651267
70,9093.0-299.0,91.05831178373147,217.8737781818045
70,1843.0-237.0,76.8815433027637,203.03670663261877
70,6749.0-2973.0,70.45326846439583,147.28975015016724
70,5333.0-217.0,56.817897951781454,132.312489430971
70,5614.0-1648.0,59.707316295625596,112.11215896175185
70,5030.0-559.0,47.506488974236596,96.7382567197063
70,6072.0-2830.0,47.654514851298266,77.37724263755729
72,1438.0-3521.0,156.95557176006287,257.3141638136072
72,7046.0-1094.0,114.48921287329502,258.1274355472533
72,9249.0-2211.0,86.00762812069037,248.14157459738797
72,9093.0-299.0,94.0284718317839,226.55922965039375
72,1843.0-237.0,79.32046222386617,211.88603386244557
72,6749.0-2973.0,73.63368836042198,155.9004323071875
72,5333.0-217.0,59.05607530194526,141.21470713632283
72,5614.0-1648.0,63.12922087876192,120.62975762265249
72,5030.0-559.0,49.523286607009666,105.69322434849798
72,6072.0-2830.0,51.63041823220691,85.65076124997033
72,68.0-3087.0,42.77347448872387,69.48145629501798
74,1438.0-3521.0,161.76158655127426,265.13472260124655
74,7046.0-1094.0,117.85532597099852,266.6672365131854
74,9249.0-2211.0,88.32551416108272,257.02337183826324
74,9093.0-299.0,96.99863187983634,235.24468111898298
74,1843.0-237.0,81.75938114496863,220.73536109227237
74,6749.0-2973.0,76.81410825644814,164.51111446420774
74,5333.0-217.0,61.29425265210907,150.11692484167466
74,5614.0-1648.0,66.55112546189825,129.14735628355314
74,5030.0-559.0,51.540084239782736,114.64819197728966
74,6072.0-2830.0,55.60632161311555,93.92427986238337
74,68.0-3087.0,45.58083124163009,78.22088796911314
76,1438.0-3521.0,166.5676013424857,272.9552813888859
76,7046.0-1094.0,121.22143906870204,275.2070374791175
76,9249.0-2211.0,90.64340020147507,265.90516907913855
76,9093.0-299.0,99.96879192788877,243.93013258757222
76,1843.0-237.0,84.19830006607108,229.58468832209917
76,6749.0-2973.0,79.99452815247429,173.121796621228
76,5333.0-217.0,63.53243000227288,159.0191425470265
76,5614.0-1648.0,69.97303004503458,137.66495494445377
76,5030.0-559.0,53.556881872555806,123.60315960608133
76,6072.0-2830.0,59.58222499402419,102.19779847479641
76,68.0-3087.0,48.3881879945363,86.9603196432083
76,9121.0-3953.0,44.898626829786735,68.55690831527323
78,1438.0-3521.0,171.3736161336971,280.77584017652526
78,7046.0-1094.0,124.58755216640554,283.7468384450496
78,9249.0-2211.0,92.96128624186743,274.78696632001385
78,9093.0-299.0,102.93895197594121,252.61558405616145
78,1843.0-237.0,86.63721898717355,238.43401555192597
78,6749.0-2973.0,83.17494804850044,181.73247877824824
78,5333.0-217.0,65.7706073524367,167.92136025237832
78,5614.0-1648.0,73.3949346281709,146.1825536053544
78,5030.0-559.0,55.573679505328876,132.558127234873
78,6072.0-2830.0,63.55812837493283,110.47131708720946
78,68.0-3087.0,51.19554474744252,95.69975131730345
78,9121.0-3953.0,49.56772627741915,76.45997280143203
80,1438.0-3521.0,176.17963092490854,288.5963989641646
80,7046.0-1094.0,127.95366526410906,292.2866394109817
80,9249.0-2211.0,95.27917228225978,283.66876356088915
80,9093.0-299.0,105.90911202399364,261.3010355247507
80,1843.0-237.0,89.07613790827601,247.28334278175276
80,6749.0-2973.0,86.35536794452659,190.3431609352685
80,5333.0-217.0,68.00878470260051,176.82357795773015
80,5614.0-1648.0,76.81683921130723,154.70015226625503
80,5030.0-559.0,57.590477138101946,141.5130948636647
80,6072.0-2830.0,67.53403175584147,118.7448356996225
80,68.0-3087.0,54.002901500348734,104.43918299139861
80,9121.0-3953.0,54.23682572505156,84.36303728759084
80,9921.0-4794.0,44.62488712793547,68.7623639773164
82,1438.0-3521.0,180.98564571611996,296.416957751804
82,7046.0-1094.0,131.31977836181258,300.8264403769138
82,9249.0-2211.0,97.59705832265213,292.55056080176445
82,9093.0-299.0,108.87927207204608,269.98648699333995
82,1843.0-237.0,91.51505682937847,256.1326700115796
82,6749.0-2973.0,89.53578784055274,198.95384309228874
82,5333.0-217.0,70.24696205276432,185.72579566308198
82,5614.0-1648.0,80.23874379444355,163.21775092715566
82,5030.0-559.0,59.607274770875016,150.46806249245637
82,6072.0-2830.0,71.50993513675012,127.01835431203554
82,68.0-3087.0,56.81025825325495,113.17861466549377
82,9121.0-3953.0,58.90592517268397,92.26610177374965
82,9921.0-4794.0,48.756837227379954,76.95906491732674
84,1438.0-3521.0,185.79166050733136,304.23751653944333
84,7046.0-1094.0,134.68589145951609,309.3662413428459
84,9249.0-2211.0,99.91494436304448,301.43235804263975
84,9093.0-299.0,111.84943212009851,278.6719384619292
84,1843.0-237.0,93.95397575048094,264.9819972414064
84,6749.0-2973.0,92.7162077365789,207.56452524930899
84,5333.0-217.0,72.48513940292813,194.6280133684338
84,5614.0-1648.0,83.66064837757988,171.7353495880563
84,5030.0-559.0,61.624072403648086,159.42303012124805
84,6072.0-2830.0,75.48583851765876,135.2918729244486
84,68.0-3087.0,59.61761500616117,121.91804633958893
84,9121.0-3953.0,63.575024620316384,100.16916625990845
84,9921.0-4794.0,52.888787326824435,85.15576585733709
84,7920.0-1426.0,46.24194169564009,67.83731683548022
86,1438.0-3521.0,190.59767529854278,312.0580753270827
86,7046.0-1094.0,138.0520045572196,317.906042308778
86,9249.0-2211.0,102.23283040343684,310.31415528351505
86,9093.0-299.0,114.81959216815095,287.3573899305184
86,1843.0-237.0,96.3928946715834,273.83132447123324
86,6749.0-2973.0,95.89662763260505,216.17520740632924
86,5333.0-217.0,74.72331675309194,203.53023107378564
86,5614.0-1648.0,87.0825529607162,180.25294824895693
86,5030.0-559.0,63.640870036421155,168.37799775003973
86,6072.0-2830.0,79.46174189856741,143.56539153686165
86,68.0-3087.0,62.42497175906738,130.65747801368408
86,9121.0-3953.0,68.2441240679488,108.07223074606726
86,9921.0-4794.0,57.020737426268916,93.35246679734743
86,7920.0-1426.0,51.72753671645251,75.19715142546278
88,1438.0-3521.0,195.4036900897542,319.87863411472205
88,7046.0-1094.0,138.9185556818377,327.0443138670482
88,9249.0-2211.0,104.55071644382919,319.19595252439035
88,9093.0-299.0,117.78975221620338,296.04284139910766
88,1843.0-237.0,98.83181359268588,282.68065170106007
88,6749.0-2973.0,99.0770475286312,224.78588956334949
88,5333.0-217.0,76.96149410325575,212.43244877913747
88,5614.0-1648.0,90.50445754385252,188.77054690985756
88,5030.0-559.0,65.65766766919423,177.3329653788314
88,6072.0-2830.0,83.43764527947606,151.8389101492747
88,68.0-3087.0,65.2323285119736,139.39690968777924
88,9121.0-3953.0,72.91322351558122,115.97529523222607
88,9921.0-4794.0,61.1526875257134,101.54916773735778
88,7920.0-1426.0,57.21313173726494,82.55698601544533
88,6249.0-2390.0,44.9989984442555,68.66121477831273
90,1438.0-3521.0,191.45119137637516,328.16335932712366
90,9249.0-2211.0,106.86860248422154,328.07774976526565
90,9093.0-299.0,120.75991226425582,304.7282928676969
90,1843.0-237.0,101.27073251378835,291.5299789308869
90,6749.0-2973.0,102.25746742465735,233.39657172036974
90,5333.0-217.0,79.19967145341955,221.3346664844893
90,5614.0-1648.0,93.92636212698885,197.2881455707582
90,5030.0-559.0,67.67446530196729,186.28793300762308
90,6072.0-2830.0,87.4135486603847,160.11242876168777
90,68.0-3087.0,68.03968526487982,148.1363413618744
90,9121.0-3953.0,77.58232296321364,123.87835971838487
90,9921.0-4794.0,65.28463762515787,109.74586867736812
90,7920.0-1426.0,62.69872675807736,89.91682060542789
90,6249.0-2390.0,48.97824056734667,76.93312810293617
92,9249.0-2211.0,109.18648852461389,336.95954700614095
92,9093.0-299.0,123.73007231230825,313.41374433628613
92,1843.0-237.0,103.7096514348908,300.3793061607137
92,6749.0-2973.0,105.4378873206835,242.00725387738999
92,5333.0-217.0,81.43784880358336,230.23688418984113
92,5614.0-1648.0,97.34826671012517,205.80574423165882
92,5030.0-559.0,69.69126293474035,195.24290063641476
92,6072.0-2830.0,91.38945204129335,168.38594737410082
92,68.0-3087.0,70.84704201778604,156.87577303596956
92,9121.0-3953.0,82.25142241084606,131.78142420454367
92,9921.0-4794.0,69.41658772460235,117.94256961737847
92,7920.0-1426.0,68.18432177888978,97.27665519541044
92,6249.0-2390.0,52.957482690437836,85.2050414275596
92,1957.0-1912.0,44.3676355239518,68.94663773604101
94,9249.0-2211.0,111.50437456500626,345.84134424701625
94,9093.0-299.0,126.70023236036069,322.09919580487536
94,1843.0-237.0,106.14857035599327,309.22863339054055
94,6749.0-2973.0,108.61830721670965,250.61793603441023
94,5333.0-217.0,83.67602615374717,239.13910189519297
94,5614.0-1648.0,100.7701712932615,214.32334289255945
94,5030.0-559.0,71.70806056751341,204.19786826520644
94,6072.0-2830.0,95.365355422202,176.65946598651388
94,68.0-3087.0,73.65439877069225,165.61520471006472
94,9121.0-3953.0,86.92052185847848,139.68448869070247
94,9921.0-4794.0,73.54853782404683,126.13927055738881
94,7920.0-1426.0,73.66991679970221,104.63648978539301
94,6249.0-2390.0,56.936724813529004,93.47695475218305
94,1957.0-1912.0,47.452105080402596,77.59215481020112
96,9249.0-2211.0,114.42749030459656,354.54274139329254
96,9093.0-299.0,129.6703924084131,330.7846472734646
96,1843.0-237.0,108.58748927709574,318.0779606203674
96,6749.0-2973.0,111.7987271127358,259.2286181914305
96,5333.0-217.0,85.91420350391098,248.0413196005448
96,5614.0-1648.0,104.19207587639782,222.84094155346008
96,5030.0-559.0,73.72485820028648,213.15283589399812
96,6072.0-2830.0,99.34125880311065,184.93298459892694
96,68.0-3087.0,76.46175552359847,174.35463638415987
96,9121.0-3953.0,91.5896213061109,147.58755317686126
96,9921.0-4794.0,77.68048792349131,134.33597149739916
96,7920.0-1426.0,79.15551182051463,111.99632437537556
96,6249.0-2390.0,60.91596693662017,101.74886807680649
96,1957.0-1912.0,50.536574636853395,86.23767188436123
96,539.0-2258.0,43.96743738572071,69.0672239295378
98,9249.0-2211.0,117.36243332721281,363.24015637581823
98,9093.0-299.0,131.4088986367269,339.7977773634156
98,1843.0-237.0,111.02640819819821,326.9272878501942
98,6749.0-2973.0,114.97914700876196,267.8393003484507
98,5333.0-217.0,88.15238085407479,256.9435373058966
98,5614.0-1648.0,107.61398045953415,231.35854021436072
98,5030.0-559.0,75.74165583305955,222.1078035227898
98,6072.0-2830.0,103.3171621840193,193.20650321134
98,68.0-3087.0,79.26911227650469,183.09406805825503
98,9121.0-3953.0,96.25872075374332,155.49061766302006
98,9921.0-4794.0,81.8124380229358,142.5326724374095
98,7920.0-1426.0,84.64110684132706,119.35615896535813
98,6249.0-2390.0,64.89520905971133,110.02078140142993
98,1957.0-1912.0,53.62104419330419,94.88318895852134
98,539.0-2258.0,46.38829915760375,77.92150798900309
100,9249.0-2211.0,120.31253805286595,371.9324403122727
100,9093.0-299.0,133.14222213595556,348.8119055836756
100,1843.0-237.0,113.46532711930067,335.77661508002103
100,6749.0-2973.0,118.15956690478811,276.4499825054709
100,5333.0-217.0,90.3905582042386,265.8457550112484
100,5614.0-1648.0,111.03588504267047,239.87613887526135
100,5030.0-559.0,77.75845346583262,231.06277115158147
100,6072.0-2830.0,107.29306556492794,201.48002182375305
100,68.0-3087.0,82.0764690294109,191.8334997323502
100,9121.0-3953.0,100.92782020137574,163.39368214917886
100,9921.0-4794.0,85.94438812238027,150.72937337741985
100,7920.0-1426.0,90.12670186213948,126.7159935553407
100,6249.0-2390.0,68.8744511828025,118.29269472605337
100,1957.0-1912.0,56.70551374975499,103.52870603268146
100,539.0-2258.0,48.80916092948679,86.77579204846838
100,9820.0-620.0,44.809885773690695,68.79998327325012
102,9249.0-2211.0,123.2833361194772,380.61767357175887
102,9093.0-299.0,134.8691853645191,357.8272544915912
102,1843.0-237.0,117.08469074561775,344.21220189213784
102,6749.0-2973.0,121.33998680081426,285.06066466249115
102,5333.0-217.0,92.62873555440241,274.7479727166002
102,5614.0-1648.0,114.4577896258068,248.39373753616198
102,5030.0-559.0,79.77525109860568,240.01773878037315
102,6072.0-2830.0,111.26896894583659,209.7535404361661
102,68.0-3087.0,84.88382578231712,200.57293140644535
102,9121.0-3953.0,105.59691964900816,171.29674663533766
102,9921.0-4794.0,90.07633822182476,158.9260743174302
102,7920.0-1426.0,95.61229688295191,134.07582814532327
102,6249.0-2390.0,72.85369330589367,126.56460805067681
102,1957.0-1912.0,59.78998330620579,112.17422310684157
102,539.0-2258.0,51.230022701369826,95.63007610793366
102,9820.0-620.0,47.809786287207054,77.47520746823609
104,9249.0-2211.0,126.28552339748437,389.29210666401553
104,9093.0-299.0,136.58802001952185,366.8441566953986
104,1843.0-237.0,120.77237201717246,352.61814769042195
104,6749.0-2973.0,124.52040669684041,293.67134681951137
104,5333.0-217.0,94.86691290456622,283.650190421952
104,5614.0-1648.0,117.87969420894312,256.9113361970626
104,5030.0-559.0,81.79204873137876,248.97270640916483
104,6072.0-2830.0,115.24487232674524,218.02705904857916
104,68.0-3087.0,87.69118253522333,209.3123630805405
104,9121.0-3953.0,110.26601909664058,179.19981112149645
104,9921.0-4794.0,94.20828832126924,167.12277525744054
104,7920.0-1426.0,101.09789190376434,141.43566273530584
104,6249.0-2390.0,76.83293542898484,134.83652137530024
104,1957.0-1912.0,62.87445286265659,120.81974018100168
104,539.0-2258.0,53.650884473252866,104.48436016739895
104,9820.0-620.0,50.80968680072341,86.15043166322207
104,1194.0-3693.0,44.925128688891085,68.76163028393394
106,9249.0-2211.0,129.34691761726927,397.94582166714184
106,9093.0-299.0,138.2958150850451,375.8631563039162
106,1843.0-237.0,124.54329565365052,360.9870814846467
106,6749.0-2973.0,127.70082659286656,302.2820289765316
106,5333.0-217.0,97.10509025473003,292.5524081273038
106,5614.0-1648.0,121.30159879207945,265.42893485796327
106,5030.0-559.0,83.80884636415183,257.9276740379565
106,6072.0-2830.0,119.22077570765389,226.30057766099222
106,68.0-3087.0,90.49853928812955,218.05179475463567
106,9121.0-3953.0,114.93511854427298,187.10287560765525
106,9921.0-4794.0,98.34023842071372,175.31947619745088
106,7920.0-1426.0,106.58348692457676,148.7954973252884
106,6249.0-2390.0,80.81217755207601,143.10843469992366
106,1957.0-1912.0,65.9589224191074,129.4652572551618
106,539.0-2258.0,56.071746245135905,113.33864422686423
106,9820.0-620.0,53.80958731423977,94.82565585820805
106,1194.0-3693.0,47.776862471271166,77.48668228141213
108,9093.0-299.0,139.98701717279795,384.8852820746338
108,1843.0-237.0,128.41957849503564,369.30773946691284
108,6749.0-2973.0,130.8812464888927,310.8927111335518
108,5333.0-217.0,99.34326760489384,301.4546258326556
108,5614.0-1648.0,124.72350337521577,273.94653351886393
108,5030.0-559.0,85.8256439969249,266.88264166674816
108,6072.0-2830.0,123.19667908856253,234.57409627340527
108,68.0-3087.0,93.30589604103577,226.79122642873082
108,9121.0-3953.0,119.60421799190539,195.00594009381405
108,9921.0-4794.0,102.4721885201582,183.51617713746123
108,7920.0-1426.0,112.06908194538919,156.15533191527098
108,6249.0-2390.0,84.79141967516718,151.3803480245471
108,1957.0-1912.0,69.0433919755582,138.1107743293219
108,539.0-2258.0,58.49260801701894,122.19292828632952
108,9820.0-620.0,56.80948782775613,103.50088005319402
108,1194.0-3693.0,50.628596253651246,86.21173427889032
108,5873.0-2358.0,45.53615475108204,68.55206393595735
110,9093.0-299.0,141.64760591259954,393.9130926044084
110,1843.0-237.0,132.436941791038,377.56120601571513
110,6749.0-2973.0,134.06166638491885,319.50339329057203
110,5333.0-217.0,101.58144495505765,310.3568435380074
110,5614.0-1648.0,128.1454079583521,282.4641321797646
110,5030.0-559.0,87.84244162969796,275.83760929553983
110,6072.0-2830.0,127.17258246947118,242.84761488581833
110,68.0-3087.0,96.11325279394198,235.53065810282598
110,9121.0-3953.0,124.27331743953779,202.90900457997284
110,9921.0-4794.0,106.60413861960268,191.71287807747157
110,7920.0-1426.0,117.55467696620161,163.51516650525355
110,6249.0-2390.0,88.77066179825835,159.65226134917052
110,1957.0-1912.0,72.12786153200899,146.75629140348204
110,539.0-2258.0,60.91346978890198,131.0472123457948
110,9820.0-620.0,59.80938834127249,112.17610424818
110,1194.0-3693.0,53.480330036031326,94.93678627636851
110,5873.0-2358.0,48.7355049493164,77.15573037726733
112,1843.0-237.0,136.66147922976992,385.7105741723895
112,6749.0-2973.0,137.242086280945,328.11407544759226
112,5333.0-217.0,103.81962230522146,319.2590612433592
112,5614.0-1648.0,131.56731254148843,290.98173084066525
112,5030.0-559.0,89.85923926247104,284.7925769243315
112,6072.0-2830.0,131.1484858503798,251.1211334982314
112,68.0-3087.0,98.9206095468482,244.27008977692114
112,9121.0-3953.0,128.9424168871702,210.81206906613164
112,9921.0-4794.0,110.73608871904716,199.90957901748192
112,7920.0-1426.0,123.04027198701404,170.87500109523612
112,6249.0-2390.0,92.74990392134951,167.92417467379394
112,1957.0-1912.0,75.21233108845979,155.40180847764216
112,539.0-2258.0,63.33433156078502,139.9014964052601
112,9820.0-620.0,62.809288854788846,120.85132844316597
112,1194.0-3693.0,56.332063818411406,103.6618382738467
112,5873.0-2358.0,51.93485514755076,85.75939681857732
112,1071.0-1146.0,45.750320816619194,68.48203473751468
114,1843.0-237.0,141.25026386532485,393.6605410586577
114,6749.0-2973.0,140.42250617697113,336.7247576046125
114,5333.0-217.0,106.05779965538527,328.161278948711
114,5614.0-1648.0,134.98921712462476,299.4993295015659
114,5030.0-559.0,91.87603689524411,293.7475445531232
114,6072.0-2830.0,135.12438923128846,259.3946521106444
114,68.0-3087.0,101.72796629975443,253.0095214510163
114,9121.0-3953.0,133.61151633480262,218.71513355229044
114,9921.0-4794.0,114.86803881849164,208.10627995749226
114,7920.0-1426.0,128.52586700782646,178.23483568521868
114,6249.0-2390.0,96.72914604444068,176.19608799841737
114,1957.0-1912.0,78.29680064491059,164.0473255518023
114,539.0-2258.0,65.75519333266806,148.7557804647254
114,9820.0-620.0,65.80918936830521,129.52655263815194
114,1194.0-3693.0,59.183797600791486,112.38689027132489
114,5873.0-2358.0,55.134205345785126,94.3630632598873
114,1071.0-1146.0,48.900427434054045,77.10385277219038
116,6749.0-2973.0,142.86019526274535,345.57442369127153
116,5333.0-217.0,108.29597700554908,337.0634966540628
116,5614.0-1648.0,138.41112170776108,308.01692816246657
116,5030.0-559.0,93.89283452801718,302.70251218191487
116,6072.0-2830.0,139.1002926121971,267.6681707230575
116,68.0-3087.0,104.53532305266064,261.7489531251114
116,9121.0-3953.0,138.28061578243504,226.61819803844924
116,9921.0-4794.0,118.99998891793612,216.3029808975026
116,7920.0-1426.0,134.0114620286389,185.59467027520125
116,6249.0-2390.0,100.70838816753185,184.4680013230408
116,1957.0-1912.0,81.38127020136139,172.69284262596238
116,539.0-2258.0,68.1760551045511,157.6100645241907
116,9820.0-620.0,68.80908988182158,138.20177683313793
116,1194.0-3693.0,62.035531383171566,121.11194226880308
116,5873.0-2358.0,58.33355554401949,102.96672970119728
116,1071.0-1146.0,52.050534051488896,85.72567080686608
116,9000.0-2084.0,45.770901302648156,68.47873768102055
118,6749.0-2973.0,145.28935268208446,354.4264354488516
118,5333.0-217.0,110.53415435571289,345.9657143594146
118,5614.0-1648.0,141.8330262908974,316.53452682336723
118,5030.0-559.0,95.90963216079024,311.65747981070655
118,6072.0-2830.0,143.07619599310576,275.9416893354705
118,68.0-3087.0,107.34267980556686,270.4883847992066
118,9121.0-3953.0,142.94971523006745,234.52126252460803
118,9921.0-4794.0,123.1319390173806,224.49968183751295
118,7920.0-1426.0,139.4970570494513,192.95450486518382
118,6249.0-2390.0,104.68763029062302,192.73991464766422
118,1957.0-1912.0,84.46573975781219,181.3383597001225
118,539.0-2258.0,70.59691687643414,166.464348583656
118,9820.0-620.0,71.80899039533794,146.8770010281239
118,1194.0-3693.0,64.88726516555164,129.83699426628127
118,5873.0-2358.0,61.53290574225385,111.57039614250726
118,1071.0-1146.0,55.20064066892375,94.34748884154178
118,9000.0-2084.0,48.6781787597753,77.1854394510105
120,6749.0-2973.0,147.70795085887463,363.2813380899591
120,5333.0-217.0,112.7723317058767,354.8679320647664
120,5614.0-1648.0,144.3721534340579,325.35562376621573
120,5030.0-559.0,97.92642979356332,320.6124474394982
120,6072.0-2830.0,147.0520993740144,284.2152079478836
120,68.0-3087.0,110.15003655847309,279.22781647330174
120,9121.0-3953.0,147.61881467769987,242.42432701076683
120,9921.0-4794.0,127.26388911682508,232.6963827775233
120,7920.0-1426.0,144.98265207026373,200.3143394551664
120,6249.0-2390.0,108.66687241371419,201.01182797228765
120,1957.0-1912.0,87.55020931426299,189.98387677428263
120,539.0-2258.0,73.01777864831718,175.3186326431213
120,9820.0-620.0,74.80889090885431,155.5522252231099
120,1194.0-3693.0,67.73899894793172,138.56204626375944
120,5873.0-2358.0,64.73225594048822,120.17406258381725
120,1071.0-1146.0,58.3507472863586,102.96930687621747
120,9000.0-2084.0,51.58545621690244,85.89214122100044
120,5359.0-31.0,45.61185201189668,68.52040392782035
122,6749.0-2973.0,150.11288763424793,372.1399608401795
122,5333.0-217.0,115.0105090560405,363.7701497701182
