foe_ssm_time,foe_ssm_id,foe_ssm_x,foe_ssm_y
52,165.0-2407.0,293.30238707673135,44.625432934470936
52,8489.0-701.0,294.1742839469536,47.19836309429053
52,9931.0-155.0,293.039391830522,43.22767286739638
54,997.0-3673.0,284.46035294535744,45.21457783288728
54,1498.0-2387.0,285.57465561722876,43.204590417996855
54,6573.0-1247.0,283.86227189396095,48.723407534577206
54,165.0-2407.0,290.37050975355277,44.44596550768826
54,8489.0-701.0,291.2374842182939,47.14073888766637
54,9931.0-155.0,290.12188608752183,42.88668395994351
56,997.0-3673.0,281.5263664330044,45.07373628796763
56,1498.0-2387.0,282.64743638203515,42.960662673454564
56,6573.0-1247.0,280.92546602788985,48.666096973113504
56,165.0-2407.0,287.4386324303742,44.26649808090557
56,8489.0-701.0,288.3006844896342,47.08311468104222
56,9931.0-155.0,287.20438034452167,42.54569505249064
58,997.0-3673.0,278.59237992065135,44.932894743047974
58,1498.0-2387.0,279.72021714684155,42.716734928912274
58,6573.0-1247.0,277.98866016181876,48.6087864116498
58,165.0-2407.0,284.5067551071956,44.08703065412289
58,8489.0-701.0,285.3638847609745,47.02549047441806
58,9931.0-155.0,284.2868746015215,42.204706145037775
60,997.0-3673.0,275.6583934082983,44.79205319812832
60,1498.0-2387.0,276.79299791164794,42.472807184369984
60,6573.0-1247.0,275.05185429574766,48.5514758501861
60,165.0-2407.0,281.574877784017,43.907563227340205
60,8489.0-701.0,282.4270850323148,46.96786626779391
60,9931.0-155.0,281.36936885852134,41.86371723758491
62,997.0-3673.0,272.72440689594526,44.65121165320867
62,1498.0-2387.0,273.86577867645434,42.22887943982769
62,6573.0-1247.0,272.11504842967656,48.4941652887224
62,165.0-2407.0,278.64300046083844,43.728095800557526
62,8489.0-701.0,279.49028530365507,46.910242061169754
62,9931.0-155.0,278.4518631155212,41.52272833013204
64,997.0-3673.0,269.7904203835922,44.51037010828902
64,1498.0-2387.0,270.93855944126074,41.9849516952854
64,6573.0-1247.0,269.17824256360547,48.4368547272587
64,165.0-2407.0,275.71112313765985,43.54862837377484
64,8489.0-701.0,276.55348557499536,46.8526178545456
64,9931.0-155.0,275.534357372521,41.18173942267917
66,997.0-3673.0,266.8564338712392,44.369528563369364
66,1498.0-2387.0,268.01134020606713,41.74102395074311
66,6573.0-1247.0,266.24143669753437,48.379544165795
66,165.0-2407.0,272.77924581448127,43.36916094699216
66,8489.0-701.0,273.61668584633566,46.794993647921444
66,9931.0-155.0,272.61685162952085,40.840750515226304
68,997.0-3673.0,263.92244735888613,44.22868701844971
68,1498.0-2387.0,265.0841209708735,41.49709620620082
68,6573.0-1247.0,263.30463083146327,48.322233604331295
68,165.0-2407.0,269.8473684913027,43.189693520209474
68,8489.0-701.0,270.67988611767595,46.73736944129729
68,9931.0-155.0,269.6993458865207,40.499761607773436
70,1498.0-2387.0,262.1569017356799,41.25316846165853
70,6573.0-1247.0,260.3678249653922,48.26492304286759
70,165.0-2407.0,266.9154911681241,43.010226093426795
70,8489.0-701.0,267.74308638901624,46.679745234673135
70,9931.0-155.0,266.7818401435205,40.15877270032057
72,1498.0-2387.0,259.2296825004863,41.00924071711624
72,6573.0-1247.0,257.4310190993211,48.20761248140389
72,165.0-2407.0,263.9836138449455,42.83075866664411
72,8489.0-701.0,264.80628666035653,46.62212102804898
72,9931.0-155.0,263.86433440052036,39.8177837928677
74,1498.0-2387.0,256.3024632652927,40.76531297257395
74,6573.0-1247.0,254.49421323324998,48.15030191994019
74,165.0-2407.0,261.05173652176694,42.65129123986143
74,8489.0-701.0,261.8694869316968,46.564496821424825
74,9931.0-155.0,260.9468286575202,39.47679488541483
76,1498.0-2387.0,253.37524403009914,40.52138522803166
76,6573.0-1247.0,251.55740736717888,48.09299135847649
76,165.0-2407.0,258.11985919858836,42.47182381307874
76,8489.0-701.0,258.9326872030371,46.50687261480067
76,9931.0-155.0,258.02932291452004,39.135805977961965
78,1498.0-2387.0,250.44802479490556,40.27745748348937
78,6573.0-1247.0,248.62060150110779,48.03568079701279
78,165.0-2407.0,255.18798187540978,42.29235638629606
78,8489.0-701.0,255.9958874743774,46.449248408176516
78,9931.0-155.0,255.11181717151987,38.7948170705091
80,1498.0-2387.0,247.520805559712,40.03352973894708
80,6573.0-1247.0,245.6837956350367,47.978370235549086
80,165.0-2407.0,252.2561045522312,42.11288895951338
80,8489.0-701.0,253.0590877457177,46.39162420155236
80,9931.0-155.0,252.1943114285197,38.45382816305623
82,6573.0-1247.0,242.7469897689656,47.921059674085384
82,165.0-2407.0,249.3242272290526,41.9334215327307
82,8489.0-701.0,250.122288017058,46.333999994928206
82,9931.0-155.0,249.27680568551955,38.11283925560336
84,6573.0-1247.0,239.8101839028945,47.86374911262168
84,165.0-2407.0,246.39234990587403,41.75395410594801
84,8489.0-701.0,247.1854882883983,46.27637578830405
84,9931.0-155.0,246.35929994251939,37.771850348150494
86,6573.0-1247.0,236.8733780368234,47.80643855115798
86,165.0-2407.0,243.46047258269544,41.57448667916533
86,8489.0-701.0,244.24868855973858,46.218751581679896
86,9931.0-155.0,243.44179419951922,37.430861440697626
88,6573.0-1247.0,233.9365721707523,47.74912798969428
88,165.0-2407.0,240.52859525951686,41.39501925238265
88,8489.0-701.0,241.31188883107887,46.16112737505574
88,9931.0-155.0,240.52428845651906,37.08987253324476
90,6573.0-1247.0,230.9997663046812,47.69181742823058
90,165.0-2407.0,237.59671793633828,41.21555182559997
90,8489.0-701.0,238.37508910241917,46.10350316843159
90,9931.0-155.0,237.6067827135189,36.74888362579189
92,6573.0-1247.0,228.0629604386101,47.63450686676688
92,165.0-2407.0,234.6648406131597,41.03608439881729
92,8489.0-701.0,235.43828937375946,46.04587896180743
92,9931.0-155.0,234.68927697051873,36.40789471833902
94,6573.0-1247.0,225.126154572539,47.577196305303175
94,165.0-2407.0,231.73296328998111,40.8566169720346
94,8489.0-701.0,232.50148964509975,45.98825475518328
94,9931.0-155.0,231.77177122751857,36.066905810886155
96,6573.0-1247.0,222.1893487064679,47.519885743839474
96,165.0-2407.0,228.80108596680253,40.67714954525192
96,8489.0-701.0,229.56468991644005,45.93063054855912
96,9931.0-155.0,228.8542654845184,35.72591690343329
98,6573.0-1247.0,219.2525428403968,47.46257518237577
98,165.0-2407.0,225.86920864362395,40.497682118469235
98,8489.0-701.0,226.62789018778034,45.87300634193497
98,9931.0-155.0,225.93675974151824,35.38492799598042
100,6573.0-1247.0,216.31573697432572,47.40526462091207
100,165.0-2407.0,222.93733132044537,40.31821469168655
100,8489.0-701.0,223.69109045912063,45.81538213531081
100,9931.0-155.0,223.01925399851808,35.04393908852755
102,6573.0-1247.0,213.37893110825462,47.34795405944837
102,165.0-2407.0,220.00545399726678,40.13874726490387
102,8489.0-701.0,220.75429073046092,45.75775792868666
102,9931.0-155.0,220.10174825551792,34.702950181074684
104,6573.0-1247.0,210.44212524218352,47.29064349798467
104,165.0-2407.0,217.0735766740882,39.95927983812119
104,8489.0-701.0,217.81749100180122,45.7001337220625
104,9931.0-155.0,217.18424251251776,34.361961273621816
106,6573.0-1247.0,207.50531937611242,47.233332936520966
106,165.0-2407.0,214.14169935090962,39.779812411338504
106,8489.0-701.0,214.8806912731415,45.64250951543835
106,9931.0-155.0,214.2667367695176,34.02097236616895
108,6573.0-1247.0,204.56851351004133,47.176022375057265
108,165.0-2407.0,211.20982202773104,39.600344984555825
108,8489.0-701.0,211.9438915444818,45.58488530881419
108,9931.0-155.0,211.34923102651743,33.67998345871608
110,6573.0-1247.0,201.63170764397023,47.11871181359356
110,165.0-2407.0,208.27794470455245,39.42087755777314
110,8489.0-701.0,209.0070918158221,45.52726110219003
110,9931.0-155.0,208.43172528351727,33.33899455126321
112,6573.0-1247.0,198.69490177789913,47.06140125212986
112,165.0-2407.0,205.34606738137387,39.24141013099046
112,8489.0-701.0,206.0702920871624,45.46963689556587
112,9931.0-155.0,205.5142195405171,32.998005643810345
114,6573.0-1247.0,195.75809591182804,47.00409069066616
114,165.0-2407.0,202.4141900581953,39.06194270420777
114,8489.0-701.0,203.13349235850268,45.412012688941715
114,9931.0-155.0,202.59671379751694,32.65701673635748
116,6573.0-1247.0,192.82129004575694,46.94678012920246
116,165.0-2407.0,199.4823127350167,38.882475277425094
116,8489.0-701.0,200.19669262984297,45.35438848231755
116,9931.0-155.0,199.67920805451678,32.31602782890461
118,6573.0-1247.0,189.88448417968584,46.88946956773876
118,165.0-2407.0,196.55043541183812,38.70300785064241
118,8489.0-701.0,197.25989290118326,45.2967642756934
118,9931.0-155.0,196.76170231151661,31.97503892145174
120,6573.0-1247.0,186.94767831361474,46.832159006275056
120,165.0-2407.0,193.61855808865954,38.52354042385973
120,8489.0-701.0,194.32309317252356,45.23914006906924
120,9931.0-155.0,193.84419656851645,31.634050013998873
122,6573.0-1247.0,184.01087244754365,46.774848444811354
122,165.0-2407.0,190.68668076548096,38.34407299707704
122,8489.0-701.0,191.38629344386385,45.18151586244508
122,9931.0-155.0,190.9266908255163,31.293061106546006
124,6573.0-1247.0,181.07406658147255,46.71753788334765
124,165.0-2407.0,187.75480344230238,38.16460557029436
124,8489.0-701.0,188.44949371520414,45.12389165582092
124,9931.0-155.0,188.00918508251613,30.952072199093138
126,6573.0-1247.0,178.13726071540145,46.66022732188395
126,165.0-2407.0,184.8229261191238,37.985138143511676
126,8489.0-701.0,185.51269398654443,45.066267449196765
126,9931.0-155.0,185.09167933951596,30.61108329164027
128,6573.0-1247.0,175.20045484933036,46.60291676042025
128,165.0-2407.0,181.8910487959452,37.805670716729
128,8489.0-701.0,182.57589425788473,45.0086432425726
128,9931.0-155.0,182.1741735965158,30.270094384187402
130,6573.0-1247.0,172.26364898325926,46.54560619895655
130,165.0-2407.0,178.95917147276663,37.62620328994632
130,8489.0-701.0,179.63909452922502,44.95101903594845
130,9931.0-155.0,179.25666785351564,29.929105476734534
132,6573.0-1247.0,169.32684311718816,46.48829563749285
132,165.0-2407.0,176.02729414958804,37.44673586316363
132,8489.0-701.0,176.7022948005653,44.893394829324286
132,9931.0-155.0,176.33916211051547,29.588116569281667
134,6573.0-1247.0,166.39003725111706,46.430985076029145
134,165.0-2407.0,173.09541682640946,37.26726843638095
134,8489.0-701.0,173.7654950719056,44.83577062270013
134,9931.0-155.0,173.4216563675153,29.2471276618288
136,6573.0-1247.0,163.45323138504597,46.373674514565444
136,165.0-2407.0,170.16353950323088,37.087801009598266
136,8489.0-701.0,170.8286953432459,44.77814641607597
136,9931.0-155.0,170.50415062451515,28.90613875437593
138,6573.0-1247.0,160.51642551897487,46.31636395310174
138,165.0-2407.0,167.2316621800523,36.90833358281559
138,8489.0-701.0,167.8918956145862,44.720522209451815
138,9931.0-155.0,167.58664488151499,28.565149846923063
140,6573.0-1247.0,157.57961965290377,46.25905339163804
140,165.0-2407.0,164.2997848568737,36.7288661560329
140,8489.0-701.0,164.95509588592648,44.66289800282766
140,9931.0-155.0,164.66913913851482,28.224160939470195
142,6573.0-1247.0,154.64281378683268,46.20174283017434
142,165.0-2407.0,161.36790753369513,36.54939872925022
142,8489.0-701.0,162.01829615726678,44.6052737962035
142,9931.0-155.0,161.75163339551466,27.883172032017328
144,6573.0-1247.0,151.70600792076158,46.14443226871064
144,165.0-2407.0,158.43603021051655,36.369931302467535
144,8489.0-701.0,159.08149642860707,44.54764958957934
146,6573.0-1247.0,148.76920205469048,46.087121707246936
146,8489.0-701.0,156.14469669994736,44.49002538295518
148,6573.0-1247.0,145.83239618861938,46.029811145783235
148,8489.0-701.0,153.20789697128765,44.43240117633103
150,6573.0-1247.0,142.8955903225483,45.97250058431953
152,6573.0-1247.0,139.9587844564772,45.91519002285583
