fri_decoy_time,fri_id,fri_decoy_x,fri_decoy_y
56,blue,62.91624715264079,49.90840248625587
58,blue,62.91661497598947,49.96784707057375
58,blue,62.91563765649499,49.85654567078574
58,blue,62.91487803119633,49.81087170970867
58,blue,62.915250449554215,49.831707586098446
58,blue,62.91542116256489,49.84217563320655
58,blue,62.91624715264079,49.90840248625587
60,blue,62.91661497598947,49.96784707057375
60,blue,62.91563765649499,49.85654567078574
60,blue,62.91487803119633,49.81087170970867
60,blue,62.915250449554215,49.831707586098446
60,blue,62.91542116256489,49.84217563320655
60,blue,62.91624715264079,49.90840248625587
62,blue,64.30536214675776,49.937805638945235
62,blue,64.30300452622821,49.774137035363616
62,blue,64.30033979594926,49.67706349234596
62,blue,64.2998160378947,49.661241367413254
62,blue,64.30225831474338,49.74322394106064
62,blue,64.30472703684292,49.87127670060339
64,blue,64.30536214675776,49.937805638945235
64,blue,64.30300452622821,49.774137035363616
64,blue,64.30033979594926,49.67706349234596
64,blue,64.2998160378947,49.661241367413254
64,blue,64.30225831474338,49.74322394106064
64,blue,64.30472703684292,49.87127670060339
66,blue,64.30536214675776,49.937805638945235
66,blue,64.30300452622821,49.774137035363616
66,blue,64.30033979594926,49.67706349234596
66,blue,64.2998160378947,49.661241367413254
66,blue,64.30225831474338,49.74322394106064
66,blue,64.30472703684292,49.87127670060339
68,blue,64.30536214675776,49.937805638945235
68,blue,64.30300452622821,49.774137035363616
68,blue,64.30033979594926,49.67706349234596
68,blue,64.2998160378947,49.661241367413254
68,blue,64.30225831474338,49.74322394106064
68,blue,64.30472703684292,49.87127670060339
70,blue,64.30536214675776,49.937805638945235
70,blue,64.30300452622821,49.774137035363616
70,blue,64.30033979594926,49.67706349234596
70,blue,64.2998160378947,49.661241367413254
70,blue,64.30225831474338,49.74322394106064
70,blue,64.30472703684292,49.87127670060339
72,blue,64.30536214675776,49.937805638945235
72,blue,64.30300452622821,49.774137035363616
72,blue,64.30033979594926,49.67706349234596
72,blue,64.2998160378947,49.661241367413254
72,blue,64.30225831474338,49.74322394106064
72,blue,64.30472703684292,49.87127670060339
74,blue,64.30536214675776,49.937805638945235
74,blue,64.30300452622821,49.774137035363616
74,blue,64.30033979594926,49.67706349234596
74,blue,64.2998160378947,49.661241367413254
74,blue,64.30225831474338,49.74322394106064
74,blue,64.30472703684292,49.87127670060339
76,blue,64.30536214675776,49.937805638945235
76,blue,64.30300452622821,49.774137035363616
76,blue,64.30033979594926,49.67706349234596
76,blue,64.2998160378947,49.661241367413254
76,blue,64.30225831474338,49.74322394106064
76,blue,64.30472703684292,49.87127670060339
78,blue,64.30536214675776,49.937805638945235
78,blue,64.30300452622821,49.774137035363616
78,blue,64.30033979594926,49.67706349234596
78,blue,64.2998160378947,49.661241367413254
78,blue,64.30225831474338,49.74322394106064
78,blue,64.30472703684292,49.87127670060339
80,blue,64.30536214675776,49.937805638945235
80,blue,64.30300452622821,49.774137035363616
80,blue,64.30033979594926,49.67706349234596
80,blue,64.2998160378947,49.661241367413254
80,blue,64.30225831474338,49.74322394106064
80,blue,64.30472703684292,49.87127670060339
82,blue,65.69392614988756,49.898188298777754
82,blue,65.6820065274352,49.501398316887496
82,blue,65.68698907251103,49.613927654324876
82,blue,65.6786953803011,49.43898908224244
82,blue,65.69287357811336,49.82275762640354
84,blue,65.69392614988756,49.898188298777754
84,blue,65.6820065274352,49.501398316887496
84,blue,65.68698907251103,49.613927654324876
84,blue,65.6786953803011,49.43898908224244
84,blue,65.69287357811336,49.82275762640354
86,blue,65.69392614988756,49.898188298777754
86,blue,65.6820065274352,49.501398316887496
86,blue,65.68698907251103,49.613927654324876
86,blue,65.6786953803011,49.43898908224244
86,blue,65.69287357811336,49.82275762640354
88,blue,65.69392614988756,49.898188298777754
88,blue,65.6820065274352,49.501398316887496
88,blue,65.68698907251103,49.613927654324876
88,blue,65.6786953803011,49.43898908224244
88,blue,65.69287357811336,49.82275762640354
90,blue,65.69392614988756,49.898188298777754
90,blue,65.6820065274352,49.501398316887496
90,blue,65.68698907251103,49.613927654324876
90,blue,65.6786953803011,49.43898908224244
90,blue,65.69287357811336,49.82275762640354
92,blue,65.69392614988756,49.898188298777754
92,blue,65.6820065274352,49.501398316887496
92,blue,65.68698907251103,49.613927654324876
92,blue,65.6786953803011,49.43898908224244
92,blue,65.69287357811336,49.82275762640354
94,blue,65.69392614988756,49.898188298777754
94,blue,65.6820065274352,49.501398316887496
94,blue,65.68698907251103,49.613927654324876
94,blue,65.6786953803011,49.43898908224244
94,blue,65.69287357811336,49.82275762640354
96,blue,65.69392614988756,49.898188298777754
96,blue,65.6820065274352,49.501398316887496
96,blue,65.68698907251103,49.613927654324876
96,blue,65.6786953803011,49.43898908224244
96,blue,65.69287357811336,49.82275762640354
98,blue,65.69392614988756,49.898188298777754
98,blue,65.6820065274352,49.501398316887496
98,blue,65.68698907251103,49.613927654324876
98,blue,65.6786953803011,49.43898908224244
98,blue,65.69287357811336,49.82275762640354
100,blue,65.69392614988756,49.898188298777754
100,blue,65.6820065274352,49.501398316887496
100,blue,65.68698907251103,49.613927654324876
100,blue,65.6786953803011,49.43898908224244
100,blue,65.69287357811336,49.82275762640354
102,blue,67.08210945324862,49.84355159378078
102,blue,67.067523555122,49.43790960234465
102,blue,67.04608386159566,49.13767644610312
102,blue,67.08037207470552,49.75665579213716
104,blue,67.08210945324862,49.84355159378078
104,blue,67.067523555122,49.43790960234465
104,blue,67.04608386159566,49.13767644610312
104,blue,67.08037207470552,49.75665579213716
106,blue,67.08210945324862,49.84355159378078
106,blue,67.067523555122,49.43790960234465
106,blue,67.04608386159566,49.13767644610312
106,blue,67.08037207470552,49.75665579213716
108,blue,67.08210945324862,49.84355159378078
108,blue,67.067523555122,49.43790960234465
108,blue,67.04608386159566,49.13767644610312
108,blue,67.08037207470552,49.75665579213716
110,blue,67.08210945324862,49.84355159378078
110,blue,67.067523555122,49.43790960234465
110,blue,67.04608386159566,49.13767644610312
110,blue,67.08037207470552,49.75665579213716
112,blue,67.08210945324862,49.84355159378078
112,blue,67.067523555122,49.43790960234465
112,blue,67.04608386159566,49.13767644610312
112,blue,67.08037207470552,49.75665579213716
114,blue,67.08210945324862,49.84355159378078
114,blue,67.067523555122,49.43790960234465
114,blue,67.04608386159566,49.13767644610312
114,blue,67.08037207470552,49.75665579213716
116,blue,67.08210945324862,49.84355159378078
116,blue,67.067523555122,49.43790960234465
116,blue,67.04608386159566,49.13767644610312
116,blue,67.08037207470552,49.75665579213716
118,blue,67.08210945324862,49.84355159378078
118,blue,67.067523555122,49.43790960234465
118,blue,67.04608386159566,49.13767644610312
118,blue,67.08037207470552,49.75665579213716
120,blue,67.08210945324862,49.84355159378078
120,blue,67.067523555122,49.43790960234465
120,blue,67.04608386159566,49.13767644610312
120,blue,67.08037207470552,49.75665579213716
122,blue,68.46942205448796,49.76336628781616
122,blue,68.4389201319766,49.1845658973934
122,blue,68.46648518833535,49.66131465314274
122,blue,68.38834400415922,48.70751061675898
124,blue,68.46942205448796,49.76336628781616
124,blue,68.4389201319766,49.1845658973934
124,blue,68.46648518833535,49.66131465314274
124,blue,68.38834400415922,48.70751061675898
126,blue,68.46942205448796,49.76336628781616
126,blue,68.4389201319766,49.1845658973934
126,blue,68.46648518833535,49.66131465314274
126,blue,68.38834400415922,48.70751061675898
128,blue,68.46942205448796,49.76336628781616
128,blue,68.4389201319766,49.1845658973934
128,blue,68.46648518833535,49.66131465314274
128,blue,68.38834400415922,48.70751061675898
130,blue,68.46942205448796,49.76336628781616
130,blue,68.4389201319766,49.1845658973934
130,blue,68.46648518833535,49.66131465314274
130,blue,68.38834400415922,48.70751061675898
132,blue,68.46942205448796,49.76336628781616
132,blue,68.4389201319766,49.1845658973934
132,blue,68.46648518833535,49.66131465314274
132,blue,68.38834400415922,48.70751061675898
134,blue,68.46942205448796,49.76336628781616
134,blue,68.4389201319766,49.1845658973934
134,blue,68.46648518833535,49.66131465314274
134,blue,68.38834400415922,48.70751061675898
136,blue,68.46942205448796,49.76336628781616
136,blue,68.4389201319766,49.1845658973934
136,blue,68.46648518833535,49.66131465314274
136,blue,68.38834400415922,48.70751061675898
138,blue,68.46942205448796,49.76336628781616
138,blue,68.4389201319766,49.1845658973934
138,blue,68.46648518833535,49.66131465314274
138,blue,68.38834400415922,48.70751061675898
140,blue,68.46942205448796,49.76336628781616
140,blue,68.4389201319766,49.1845658973934
140,blue,68.46648518833535,49.66131465314274
140,blue,68.38834400415922,48.70751061675898
142,blue,69.85442130353043,49.634279617626134
142,blue,69.84919102196415,49.51188147503971
142,blue,69.78759549265155,48.78966623486363
142,blue,69.66884356903307,48.04849185658383
144,blue,69.85442130353043,49.634279617626134
144,blue,69.84919102196415,49.51188147503971
144,blue,69.78759549265155,48.78966623486363
144,blue,69.66884356903307,48.04849185658383
146,blue,69.85442130353043,49.634279617626134
146,blue,69.84919102196415,49.51188147503971
146,blue,69.78759549265155,48.78966623486363
146,blue,69.66884356903307,48.04849185658383
148,blue,69.85442130353043,49.634279617626134
148,blue,69.84919102196415,49.51188147503971
148,blue,69.78759549265155,48.78966623486363
148,blue,69.66884356903307,48.04849185658383
150,blue,69.85442130353043,49.634279617626134
150,blue,69.84919102196415,49.51188147503971
150,blue,69.78759549265155,48.78966623486363
150,blue,69.66884356903307,48.04849185658383
152,blue,69.85442130353043,49.634279617626134
152,blue,69.84919102196415,49.51188147503971
152,blue,69.78759549265155,48.78966623486363
152,blue,69.66884356903307,48.04849185658383
