fri_ssm_time,fri_ssm_id,fri_ssm_x,fri_ssm_y
544,6576.0-367.0,119.81442894171772,222.96422354426187
546,1936.0-2289.0,204.6448049183243,438.6128356296872
546,9204.0-4395.0,202.67888520715394,433.09669432960953
546,2526.0-1740.0,181.9000736822484,434.486214743095
546,1826.0-4509.0,192.75057999219607,417.7843280988913
546,7065.0-3633.0,193.37110084935816,411.56963262274604
546,9001.0-3896.0,182.17428393046688,378.189432084047
546,5992.0-1456.0,162.14123768748757,316.7978333649193
546,1514.0-1676.0,124.15694045887057,236.99858561514182
546,6576.0-367.0,120.7434168487386,225.75081548856477
548,1936.0-2289.0,205.61887841681607,441.38398954366977
548,9204.0-4395.0,203.76252495465036,435.8268661361248
548,2526.0-1740.0,182.63619462954492,437.32984607405126
548,1826.0-4509.0,193.0774800872297,420.703446034726
548,7065.0-3633.0,194.44172286636862,414.304935474742
548,9001.0-3896.0,183.2455007729622,380.92450204143364
548,5992.0-1456.0,163.2190818027143,319.5302984166109
548,1514.0-1676.0,125.08932823369025,239.78404181347122
548,6576.0-367.0,121.67240475575947,228.53740743286767
550,1936.0-2289.0,206.59295191530785,444.15514345765234
550,9204.0-4395.0,204.84616470214675,438.5570379426401
550,2526.0-1740.0,183.37640804327333,440.1724148590732
550,1826.0-4509.0,193.40438018226334,423.62256397056075
